sample	bampath	samplePASS	bamUSE
C536_D1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C536/rna/star_alignment/validated/EPICC_C536_D1_G1_R1-GRCh38.bam	FAIL	NO
C536_D1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C536/rna/star_alignment/validated/EPICC_C536_D1_G2_R1-GRCh38.bam	FAIL	NO
C536_D1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C536/rna/star_alignment/validated/EPICC_C536_D1_G3_R1-GRCh38.bam	FAIL	NO
C536_D1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C536/rna/star_alignment/validated/EPICC_C536_D1_G4_R1-GRCh38.bam	FAIL	NO
C536_D1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C536/rna/star_alignment/validated/EPICC_C536_D1_G5_R1-GRCh38.bam	FAIL	NO
C536_D1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C536/rna/star_alignment/validated/EPICC_C536_D1_G7_R1-GRCh38.bam	FAIL	NO
C536_D1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C536/rna/star_alignment/validated/EPICC_C536_D1_G8_R1-GRCh38.bam	FAIL	NO
C536_D1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C536/rna/star_alignment/validated/EPICC_C536_D1_G9_R1-GRCh38.bam	FAIL	NO
C536_E1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C536/rna/star_alignment/validated/EPICC_C536_E1_B1_R1-GRCh38.bam	FAIL	NO
C537_A1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C537/rna/star_alignment/validated/EPICC_C537_A1_G10_R1-GRCh38.bam	FAIL	NO
C537_A1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C537/rna/star_alignment/validated/EPICC_C537_A1_G4_R1-GRCh38.bam	FAIL	NO
C537_A1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C537/rna/star_alignment/validated/EPICC_C537_A1_G5_R1-GRCh38.bam	PASS	USE
C537_A1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C537/rna/star_alignment/validated/EPICC_C537_A1_G7_R1-GRCh38.bam	PASS	USE
C537_B1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C537/rna/star_alignment/validated/EPICC_C537_B1_G1_R1-GRCh38.bam	PASS	USE
C537_B1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C537/rna/star_alignment/validated/EPICC_C537_B1_G4_R1-GRCh38.bam	PASS	USE
C537_C1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C537/rna/star_alignment/validated/EPICC_C537_C1_B1_R1-GRCh38.bam	FAIL	NO
C537_C1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C537/rna/star_alignment/validated/EPICC_C537_C1_G10_R1-GRCh38.bam	FAIL	NO
C537_C1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C537/rna/star_alignment/validated/EPICC_C537_C1_G1_R1-GRCh38.bam	PASS	USE
C537_C1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C537/rna/star_alignment/validated/EPICC_C537_C1_G2_R1-GRCh38.bam	PASS	USE
C537_C1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C537/rna/star_alignment/validated/EPICC_C537_C1_G6_R1-GRCh38.bam	FAIL	NO
C537_C1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C537/rna/star_alignment/validated/EPICC_C537_C1_G7_R1-GRCh38.bam	FAIL	NO
C537_C1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C537/rna/star_alignment/validated/EPICC_C537_C1_G8_R1-GRCh38.bam	FAIL	NO
C537_D1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C537/rna/star_alignment/validated/EPICC_C537_D1_B1_R1-GRCh38.bam	PASS	USE
C537_D1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C537/rna/star_alignment/validated/EPICC_C537_D1_G8_R1-GRCh38.bam	FAIL	NO
C537_D1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C537/rna/star_alignment/validated/EPICC_C537_D1_G9_R1-GRCh38.bam	FAIL	NO
C537_D1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C537/rna/star_alignment/validated/EPICC_C537_D1_G9_R2-GRCh38.bam	FAIL	NO
C538_A1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C538/rna/star_alignment/validated/EPICC_C538_A1_B1_R1-GRCh38.bam	FAIL	NO
C538_A1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C538/rna/star_alignment/validated/EPICC_C538_A1_G8_R1-GRCh38.bam	FAIL	NO
C538_A1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C538/rna/star_alignment/validated/EPICC_C538_A1_G9_R1-GRCh38.bam	FAIL	NO
C538_B1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C538/rna/star_alignment/validated/EPICC_C538_B1_B1_R1-GRCh38.bam	PASS	USE
C538_B1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C538/rna/star_alignment/validated/EPICC_C538_B1_G10_R1-GRCh38.bam	PASS	USE
C538_B1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C538/rna/star_alignment/validated/EPICC_C538_B1_G1_R1-GRCh38.bam	PASS	USE
C538_B1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C538/rna/star_alignment/validated/EPICC_C538_B1_G8_R1-GRCh38.bam	PASS	USE
C538_B1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C538/rna/star_alignment/validated/EPICC_C538_B1_G9_R1-GRCh38.bam	PASS	USE
C538_C1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C538/rna/star_alignment/validated/EPICC_C538_C1_B1_R1-GRCh38.bam	PASS	USE
C538_C1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C538/rna/star_alignment/validated/EPICC_C538_C1_G10_R1-GRCh38.bam	PASS	USE
C538_C1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C538/rna/star_alignment/validated/EPICC_C538_C1_G1_R1-GRCh38.bam	PASS	USE
C538_C1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C538/rna/star_alignment/validated/EPICC_C538_C1_G2_R1-GRCh38.bam	PASS	USE
C538_C1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C538/rna/star_alignment/validated/EPICC_C538_C1_G3_R1-GRCh38.bam	PASS	USE
C538_C1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C538/rna/star_alignment/validated/EPICC_C538_C1_G4_R1-GRCh38.bam	PASS	USE
C538_C1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C538/rna/star_alignment/validated/EPICC_C538_C1_G5_R1-GRCh38.bam	PASS	USE
C538_C1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C538/rna/star_alignment/validated/EPICC_C538_C1_G7_R1-GRCh38.bam	PASS	USE
C538_C1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C538/rna/star_alignment/validated/EPICC_C538_C1_G9_R1-GRCh38.bam	PASS	USE
C538_D1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C538/rna/star_alignment/validated/EPICC_C538_D1_G10_R1-GRCh38.bam	PASS	USE
C538_D1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C538/rna/star_alignment/validated/EPICC_C538_D1_G5_R1-GRCh38.bam	PASS	USE
C538_D1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C538/rna/star_alignment/validated/EPICC_C538_D1_G8_R1-GRCh38.bam	PASS	USE
C538_D1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C538/rna/star_alignment/validated/EPICC_C538_D1_G9_R1-GRCh38.bam	FAIL	NO
C538_E1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C538/rna/star_alignment/validated/EPICC_C538_E1_B1_R1-GRCh38.bam	FAIL	NO
C538_E1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C538/rna/star_alignment/validated/EPICC_C538_E1_G3_R1-GRCh38.bam	PASS	USE
C539_A1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C539/rna/star_alignment/validated/EPICC_C539_A1_B1_R1-GRCh38.bam	PASS	USE
C539_C1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C539/rna/star_alignment/validated/EPICC_C539_C1_B1_R1-GRCh38.bam	FAIL	NO
C539_C1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C539/rna/star_alignment/validated/EPICC_C539_C1_G7_R1-GRCh38.bam	PASS	USE
C539_D1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C539/rna/star_alignment/validated/EPICC_C539_D1_B1_R1-GRCh38.bam	FAIL	NO
C539_D1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C539/rna/star_alignment/validated/EPICC_C539_D1_B1_R2-GRCh38.bam	FAIL	NO
C539_D1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C539/rna/star_alignment/validated/EPICC_C539_D1_G5_R1-GRCh38.bam	FAIL	NO
C539_E1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C539/rna/star_alignment/validated/EPICC_C539_E1_B1_R1-GRCh38.bam	PASS	USE
C542_A1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C542/rna/star_alignment/validated/EPICC_C542_A1_G10_R1-GRCh38.bam	FAIL	NO
C542_A1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C542/rna/star_alignment/validated/EPICC_C542_A1_G7_R1-GRCh38.bam	PASS	USE
C542_A1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C542/rna/star_alignment/validated/EPICC_C542_A1_G8_R1-GRCh38.bam	PASS	NO
C542_A1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C542/rna/star_alignment/validated/EPICC_C542_A1_G8_R2-GRCh38.bam	PASS	USE
C542_B1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C542/rna/star_alignment/validated/EPICC_C542_B1_G10_R1-GRCh38.bam	FAIL	NO
C542_B1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C542/rna/star_alignment/validated/EPICC_C542_B1_G1_R1-GRCh38.bam	PASS	USE
C542_B1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C542/rna/star_alignment/validated/EPICC_C542_B1_G3_R1-GRCh38.bam	PASS	USE
C542_B1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C542/rna/star_alignment/validated/EPICC_C542_B1_G4_R1-GRCh38.bam	FAIL	NO
C542_B1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C542/rna/star_alignment/validated/EPICC_C542_B1_G9_R1-GRCh38.bam	FAIL	NO
C542_C1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C542/rna/star_alignment/validated/EPICC_C542_C1_G10_R1-GRCh38.bam	PASS	USE
C542_C1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C542/rna/star_alignment/validated/EPICC_C542_C1_G1_R1-GRCh38.bam	PASS	USE
C542_C1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C542/rna/star_alignment/validated/EPICC_C542_C1_G2_R1-GRCh38.bam	PASS	USE
C542_C1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C542/rna/star_alignment/validated/EPICC_C542_C1_G3_R1-GRCh38.bam	PASS	USE
C542_C1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C542/rna/star_alignment/validated/EPICC_C542_C1_G4_R1-GRCh38.bam	PASS	USE
C542_C1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C542/rna/star_alignment/validated/EPICC_C542_C1_G5_R1-GRCh38.bam	PASS	USE
C542_C1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C542/rna/star_alignment/validated/EPICC_C542_C1_G6_R1-GRCh38.bam	PASS	USE
C542_C1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C542/rna/star_alignment/validated/EPICC_C542_C1_G7_R1-GRCh38.bam	PASS	USE
C542_C1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C542/rna/star_alignment/validated/EPICC_C542_C1_G8_R1-GRCh38.bam	PASS	USE
C542_C1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C542/rna/star_alignment/validated/EPICC_C542_C1_G9_R1-GRCh38.bam	PASS	USE
C542_D1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C542/rna/star_alignment/validated/EPICC_C542_D1_G10_R1-GRCh38.bam	PASS	USE
C542_D1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C542/rna/star_alignment/validated/EPICC_C542_D1_G7_R1-GRCh38.bam	PASS	USE
C542_D1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C542/rna/star_alignment/validated/EPICC_C542_D1_G8_R1-GRCh38.bam	PASS	USE
C542_E1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C542/rna/star_alignment/validated/EPICC_C542_E1_B1_R1-GRCh38.bam	PASS	USE
C543_A1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C543/rna/star_alignment/validated/EPICC_C543_A1_B1_R1-GRCh38.bam	FAIL	NO
C543_A1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C543/rna/star_alignment/validated/EPICC_C543_A1_G10_R1-GRCh38.bam	FAIL	NO
C543_A1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C543/rna/star_alignment/validated/EPICC_C543_A1_G1_R1-GRCh38.bam	PASS	USE
C543_A1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C543/rna/star_alignment/validated/EPICC_C543_A1_G4_R1-GRCh38.bam	PASS	USE
C543_A1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C543/rna/star_alignment/validated/EPICC_C543_A1_G5_R1-GRCh38.bam	FAIL	NO
C543_A1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C543/rna/star_alignment/validated/EPICC_C543_A1_G8_R1-GRCh38.bam	FAIL	NO
C543_A1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C543/rna/star_alignment/validated/EPICC_C543_A1_G8_R2-GRCh38.bam	FAIL	NO
C543_A1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C543/rna/star_alignment/validated/EPICC_C543_A1_G9_R1-GRCh38.bam	FAIL	NO
C543_B1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C543/rna/star_alignment/validated/EPICC_C543_B1_G10_R1-GRCh38.bam	PASS	NO
C543_B1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C543/rna/star_alignment/validated/EPICC_C543_B1_G10_R2-GRCh38.bam	PASS	USE
C543_B1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C543/rna/star_alignment/validated/EPICC_C543_B1_G2_R1-GRCh38.bam	PASS	USE
C543_B1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C543/rna/star_alignment/validated/EPICC_C543_B1_G4_R1-GRCh38.bam	PASS	USE
C543_B1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C543/rna/star_alignment/validated/EPICC_C543_B1_G8_R1-GRCh38.bam	PASS	USE
C543_B1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C543/rna/star_alignment/validated/EPICC_C543_B1_G9_R1-GRCh38.bam	PASS	USE
C543_C1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C543/rna/star_alignment/validated/EPICC_C543_C1_B1_R1-GRCh38.bam	FAIL	NO
C543_C1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C543/rna/star_alignment/validated/EPICC_C543_C1_B1_R2-GRCh38.bam	FAIL	NO
C543_C1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C543/rna/star_alignment/validated/EPICC_C543_C1_G3_R1-GRCh38.bam	FAIL	NO
C543_C1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C543/rna/star_alignment/validated/EPICC_C543_C1_G5_R1-GRCh38.bam	FAIL	NO
C543_C1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C543/rna/star_alignment/validated/EPICC_C543_C1_G6_R1-GRCh38.bam	FAIL	NO
C543_C1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C543/rna/star_alignment/validated/EPICC_C543_C1_G8_R1-GRCh38.bam	FAIL	NO
C543_C1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C543/rna/star_alignment/validated/EPICC_C543_C1_G9_R1-GRCh38.bam	PASS	USE
C543_D1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C543/rna/star_alignment/validated/EPICC_C543_D1_B1_R1-GRCh38.bam	PASS	USE
C543_D1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C543/rna/star_alignment/validated/EPICC_C543_D1_G4_R1-GRCh38.bam	PASS	USE
C543_D1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C543/rna/star_alignment/validated/EPICC_C543_D1_G5_R1-GRCh38.bam	PASS	USE
C543_D1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C543/rna/star_alignment/validated/EPICC_C543_D1_G9_R1-GRCh38.bam	FAIL	NO
C543_E1_B3	/SAN/colcc/EPICC/epicc_pipeline/data/C543/small_rna/star_alignment/validated/EPICC_C543_E1_B3_S1-GRCh38.bam	FAIL	NO
C544_A1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_A1_B1_R1-GRCh38.bam	PASS	USE
C544_A1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_A1_G10_R1-GRCh38.bam	PASS	USE
C544_A1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_A1_G1_R1-GRCh38.bam	PASS	USE
C544_A1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_A1_G2_R1-GRCh38.bam	PASS	USE
C544_A1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_A1_G3_R1-GRCh38.bam	PASS	USE
C544_A1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_A1_G4_R1-GRCh38.bam	PASS	USE
C544_A1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_A1_G5_R1-GRCh38.bam	PASS	USE
C544_A1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_A1_G7_R1-GRCh38.bam	PASS	USE
C544_A1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_A1_G8_R1-GRCh38.bam	PASS	USE
C544_A1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_A1_G9_R1-GRCh38.bam	FAIL	NO
C544_A1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_A1_G9_R2-GRCh38.bam	FAIL	NO
C544_B1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_B1_B1_R1-GRCh38.bam	PASS	USE
C544_B1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_B1_G1_R1-GRCh38.bam	FAIL	NO
C544_B1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_B1_G8_R1-GRCh38.bam	PASS	USE
C544_B1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_B1_G9_R1-GRCh38.bam	FAIL	NO
C544_C1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_C1_G10_R1-GRCh38.bam	PASS	USE
C544_C1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_C1_G3_R1-GRCh38.bam	PASS	USE
C544_C1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_C1_G4_R1-GRCh38.bam	PASS	USE
C544_C1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_C1_G5_R1-GRCh38.bam	PASS	USE
C544_C1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_C1_G6_R1-GRCh38.bam	PASS	USE
C544_C1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_C1_G7_R1-GRCh38.bam	PASS	USE
C544_C1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_C1_G8_R1-GRCh38.bam	PASS	USE
C544_C1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_C1_G9_R1-GRCh38.bam	FAIL	NO
C544_D1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_D1_B1_R1-GRCh38.bam	PASS	USE
C544_D1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_D1_G10_R1-GRCh38.bam	FAIL	NO
C544_D1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_D1_G1_R1-GRCh38.bam	FAIL	NO
C544_D1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_D1_G5_R1-GRCh38.bam	PASS	USE
C544_D1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_D1_G6_R1-GRCh38.bam	PASS	USE
C544_D1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_D1_G7_R1-GRCh38.bam	PASS	USE
C544_D1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_D1_G8_R1-GRCh38.bam	PASS	NO
C544_D1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_D1_G8_R2-GRCh38.bam	PASS	USE
C544_D1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_D1_G9_R1-GRCh38.bam	PASS	USE
C544_E1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C544/rna/star_alignment/validated/EPICC_C544_E1_B1_R1-GRCh38.bam	PASS	USE
C547_A1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C547/rna/star_alignment/validated/EPICC_C547_A1_G6_R1-GRCh38.bam	FAIL	NO
C547_A1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C547/rna/star_alignment/validated/EPICC_C547_A1_G6_R2-GRCh38.bam	FAIL	NO
C547_B1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C547/rna/star_alignment/validated/EPICC_C547_B1_G7_R1-GRCh38.bam	PASS	USE
C547_B1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C547/rna/star_alignment/validated/EPICC_C547_B1_G8_R1-GRCh38.bam	FAIL	NO
C547_B1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C547/rna/star_alignment/validated/EPICC_C547_B1_G9_R1-GRCh38.bam	FAIL	NO
C547_B1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C547/rna/star_alignment/validated/EPICC_C547_B1_G9_R2-GRCh38.bam	FAIL	NO
C547_C1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C547/rna/star_alignment/validated/EPICC_C547_C1_G6_R1-GRCh38.bam	FAIL	NO
C547_C1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C547/rna/star_alignment/validated/EPICC_C547_C1_G7_R1-GRCh38.bam	FAIL	NO
C547_C1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C547/rna/star_alignment/validated/EPICC_C547_C1_G8_R1-GRCh38.bam	PASS	USE
C547_C1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C547/rna/star_alignment/validated/EPICC_C547_C1_G9_R1-GRCh38.bam	PASS	NO
C547_C1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C547/rna/star_alignment/validated/EPICC_C547_C1_G9_R2-GRCh38.bam	PASS	USE
C547_D1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C547/rna/star_alignment/validated/EPICC_C547_D1_G2_R1-GRCh38.bam	FAIL	NO
C547_D1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C547/rna/star_alignment/validated/EPICC_C547_D1_G9_R1-GRCh38.bam	FAIL	NO
C547_D1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C547/rna/star_alignment/validated/EPICC_C547_D1_G9_R2-GRCh38.bam	FAIL	NO
C548_B1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C548/rna/star_alignment/validated/EPICC_C548_B1_G2_R1-GRCh38.bam	FAIL	NO
C548_B1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C548/rna/star_alignment/validated/EPICC_C548_B1_G3_R1-GRCh38.bam	PASS	USE
C548_C1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C548/rna/star_alignment/validated/EPICC_C548_C1_G3_R1-GRCh38.bam	PASS	USE
C548_D1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C548/rna/star_alignment/validated/EPICC_C548_D1_G3_R1-GRCh38.bam	FAIL	NO
C548_D1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C548/rna/star_alignment/validated/EPICC_C548_D1_G6_R1-GRCh38.bam	PASS	USE
C548_D1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C548/rna/star_alignment/validated/EPICC_C548_D1_G8_R1-GRCh38.bam	PASS	USE
C549_A1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C549/rna/star_alignment/validated/EPICC_C549_A1_B1_R1-GRCh38.bam	FAIL	NO
C549_A1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C549/rna/star_alignment/validated/EPICC_C549_A1_G10_R1-GRCh38.bam	FAIL	NO
C549_A1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C549/rna/star_alignment/validated/EPICC_C549_A1_G1_R1-GRCh38.bam	FAIL	NO
C549_A1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C549/rna/star_alignment/validated/EPICC_C549_A1_G3_R1-GRCh38.bam	FAIL	NO
C549_A1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C549/rna/star_alignment/validated/EPICC_C549_A1_G3_R2-GRCh38.bam	FAIL	NO
C549_A1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C549/rna/star_alignment/validated/EPICC_C549_A1_G4_R1-GRCh38.bam	PASS	NO
C549_A1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C549/rna/star_alignment/validated/EPICC_C549_A1_G4_R2-GRCh38.bam	PASS	USE
C549_A1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C549/rna/star_alignment/validated/EPICC_C549_A1_G5_R1-GRCh38.bam	PASS	USE
C549_A1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C549/rna/star_alignment/validated/EPICC_C549_A1_G6_R1-GRCh38.bam	PASS	USE
C549_A1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C549/rna/star_alignment/validated/EPICC_C549_A1_G7_R1-GRCh38.bam	PASS	USE
C549_A1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C549/rna/star_alignment/validated/EPICC_C549_A1_G8_R1-GRCh38.bam	FAIL	NO
